image_id,question,answer
pituitary_002,Is there a tumor visible in this MRI scan?,yes
notumor_087,What type of brain tumor is shown?,no tumor
pituitary_163,What type of brain tumor is shown?,pituitary tumor
pituitary_062,Where is the tumor located?,sellar and suprasellar region
pituitary_107,What type of brain tumor is shown?,pituitary tumor
pituitary_233,Is there a tumor visible in this MRI scan?,yes
meningioma_157,Where is the tumor located?,right cerebellar hemisphere
notumor_205,Is this a meningioma tumor?,no
meningioma_036,Where is the tumor located?,right posterior fossa
notumor_140,Where is the tumor located?,no tumor present
glioma_048,Where is the tumor located?,left parietal region
glioma_027,Is there a tumor visible in this MRI scan?,yes
pituitary_238,Where is the tumor located?,sellar region
notumor_168,Is this a pituitary tumor?,no
pituitary_168,Is there a tumor visible in this MRI scan?,yes
meningioma_215,Where is the tumor located?,right frontoparietal convexity
pituitary_119,What type of brain tumor is shown?,pituitary tumor
pituitary_057,Where is the tumor located?,sellar region
notumor_108,Is there a tumor visible in this MRI scan?,no
notumor_215,Where is the tumor located?,no tumor present
notumor_012,Is this a glioma tumor?,no
pituitary_102,Where is the tumor located?,sellar and suprasellar region
pituitary_002,Is this a pituitary tumor?,yes
pituitary_190,Where is the tumor located?,sellar and suprasellar region
notumor_208,Is there a tumor visible in this MRI scan?,no
meningioma_229,Where is the tumor located?,left posterior fossa
notumor_226,Is this a pituitary tumor?,no
notumor_015,Is there a tumor visible in this MRI scan?,no
meningioma_204,Is this a meningioma tumor?,yes
notumor_100,What type of brain tumor is shown?,no tumor
glioma_249,What type of brain tumor is shown?,glioma
glioma_117,Is there a tumor visible in this MRI scan?,yes
meningioma_125,Where is the tumor located?,central parasagittal region
notumor_198,Is this a pituitary tumor?,no
notumor_236,Is this a pituitary tumor?,no
pituitary_040,Where is the tumor located?,sellar region
meningioma_060,Is there a tumor visible in this MRI scan?,yes
pituitary_104,Is there a tumor visible in this MRI scan?,yes
notumor_131,What type of brain tumor is shown?,no tumor
glioma_054,Is there a tumor visible in this MRI scan?,yes
meningioma_010,Is there a tumor visible in this MRI scan?,yes
notumor_218,Is there a tumor visible in this MRI scan?,no
glioma_226,Is there a tumor visible in this MRI scan?,yes
meningioma_210,Is this a meningioma tumor?,yes
pituitary_204,Where is the tumor located?,sellar region
glioma_186,Is this a glioma tumor?,yes
notumor_177,Is this a pituitary tumor?,no
notumor_023,Is this a glioma tumor?,no
pituitary_167,Where is the tumor located?,left frontal lobe suprasellar
meningioma_052,What type of brain tumor is shown?,meningioma
glioma_128,Is this a glioma tumor?,yes
glioma_150,Is this a glioma tumor?,yes
pituitary_250,Is there a tumor visible in this MRI scan?,yes
glioma_246,Is this a glioma tumor?,yes
pituitary_199,What type of brain tumor is shown?,pituitary tumor
notumor_130,Is there a tumor visible in this MRI scan?,no
glioma_130,What type of brain tumor is shown?,glioma
meningioma_127,What type of brain tumor is shown?,meningioma
glioma_192,Where is the tumor located?,right frontal paramedian region
pituitary_160,Is there a tumor visible in this MRI scan?,yes
pituitary_186,Where is the tumor located?,sellar and suprasellar region
glioma_106,Is this a glioma tumor?,yes
glioma_031,Where is the tumor located?,right temporal lobe
pituitary_186,Is this a pituitary tumor?,yes
notumor_189,What type of brain tumor is shown?,no tumor
meningioma_203,Is there a tumor visible in this MRI scan?,yes
glioma_205,Where is the tumor located?,bilateral frontoparietal region
meningioma_101,Where is the tumor located?,left parietal convexity
meningioma_096,What type of brain tumor is shown?,meningioma
glioma_026,Is there a tumor visible in this MRI scan?,yes
notumor_129,Is this a pituitary tumor?,no
meningioma_071,Where is the tumor located?,right anterior skull base
notumor_173,Is this a meningioma tumor?,no
notumor_010,Is there a tumor visible in this MRI scan?,no
notumor_123,What type of brain tumor is shown?,no tumor
meningioma_026,Where is the tumor located?,right anterior skull base
pituitary_231,Is there a tumor visible in this MRI scan?,yes
notumor_043,Is this a glioma tumor?,no
notumor_047,What type of brain tumor is shown?,no tumor
pituitary_216,Is there a tumor visible in this MRI scan?,yes
meningioma_089,Is there a tumor visible in this MRI scan?,yes
meningioma_142,Is there a tumor visible in this MRI scan?,yes
notumor_077,What type of brain tumor is shown?,no tumor
notumor_020,Is there a tumor visible in this MRI scan?,no
glioma_246,What type of brain tumor is shown?,glioma
glioma_115,Is there a tumor visible in this MRI scan?,yes
notumor_153,Where is the tumor located?,no tumor present
pituitary_238,Is this a pituitary tumor?,yes
pituitary_206,Is there a tumor visible in this MRI scan?,yes
glioma_096,Is this a glioma tumor?,yes
notumor_181,Where is the tumor located?,no tumor present
meningioma_221,What type of brain tumor is shown?,meningioma
notumor_085,Where is the tumor located?,no tumor present
meningioma_003,What type of brain tumor is shown?,meningioma
meningioma_149,Is there a tumor visible in this MRI scan?,yes
notumor_248,Is this a pituitary tumor?,no
glioma_166,What type of brain tumor is shown?,glioma
pituitary_158,Is there a tumor visible in this MRI scan?,yes
notumor_163,Where is the tumor located?,no tumor present
notumor_155,Where is the tumor located?,no tumor present
meningioma_198,Is this a meningioma tumor?,yes
pituitary_247,Where is the tumor located?,sellar region
notumor_031,Is this a glioma tumor?,no
notumor_007,Where is the tumor located?,no tumor present
notumor_144,Where is the tumor located?,no tumor present
glioma_212,Is this a glioma tumor?,yes
glioma_136,What type of brain tumor is shown?,glioma
glioma_023,Where is the tumor located?,bilateral periventricular region
notumor_137,What type of brain tumor is shown?,no tumor
notumor_031,What type of brain tumor is shown?,no tumor
meningioma_050,Is there a tumor visible in this MRI scan?,yes
meningioma_026,What type of brain tumor is shown?,meningioma
pituitary_168,What type of brain tumor is shown?,pituitary tumor
meningioma_198,Where is the tumor located?,right temporal convexity
pituitary_063,Is this a pituitary tumor?,yes
meningioma_207,What type of brain tumor is shown?,meningioma
pituitary_038,Is this a pituitary tumor?,yes
notumor_145,Is this a glioma tumor?,no
meningioma_194,Where is the tumor located?,right superior frontoparietal
meningioma_013,Is there a tumor visible in this MRI scan?,yes
pituitary_206,Is this a pituitary tumor?,yes
meningioma_208,Where is the tumor located?,right parietal convexity
glioma_225,What type of brain tumor is shown?,glioma
meningioma_115,Where is the tumor located?,right frontal lobe
meningioma_153,Where is the tumor located?,right frontal convexity
glioma_060,Is this a glioma tumor?,yes
meningioma_126,Is this a meningioma tumor?,yes
pituitary_086,Is there a tumor visible in this MRI scan?,yes
meningioma_034,Is this a meningioma tumor?,yes
pituitary_221,Is this a pituitary tumor?,yes
pituitary_180,What type of brain tumor is shown?,pituitary tumor
glioma_041,Where is the tumor located?,left frontotemporal region
pituitary_073,Is there a tumor visible in this MRI scan?,yes
meningioma_209,Where is the tumor located?,right frontoparietal convexity
glioma_064,Is there a tumor visible in this MRI scan?,yes
pituitary_073,Is this a pituitary tumor?,yes
notumor_096,Where is the tumor located?,no tumor present
pituitary_202,Is this a pituitary tumor?,yes
meningioma_135,What type of brain tumor is shown?,meningioma
glioma_233,What type of brain tumor is shown?,glioma
pituitary_007,Is this a pituitary tumor?,yes
meningioma_175,Is this a meningioma tumor?,yes
notumor_227,Where is the tumor located?,no tumor present
pituitary_245,What type of brain tumor is shown?,pituitary tumor
notumor_099,Is there a tumor visible in this MRI scan?,no
pituitary_101,What type of brain tumor is shown?,pituitary tumor
pituitary_057,What type of brain tumor is shown?,pituitary tumor
pituitary_057,Is this a pituitary tumor?,yes
meningioma_023,What type of brain tumor is shown?,meningioma
notumor_045,What type of brain tumor is shown?,no tumor
notumor_207,What type of brain tumor is shown?,no tumor
meningioma_235,Is this a meningioma tumor?,yes
meningioma_046,Is this a meningioma tumor?,yes
meningioma_114,Is there a tumor visible in this MRI scan?,yes
glioma_149,Is this a glioma tumor?,yes
glioma_170,Is this a glioma tumor?,yes
glioma_011,Is this a glioma tumor?,yes
meningioma_209,Is this a meningioma tumor?,yes
pituitary_098,Is this a pituitary tumor?,yes
pituitary_039,What type of brain tumor is shown?,pituitary tumor
meningioma_236,Is this a meningioma tumor?,yes
glioma_061,Where is the tumor located?,right temporal region
meningioma_032,Is there a tumor visible in this MRI scan?,yes
meningioma_085,Where is the tumor located?,right frontal convexity
meningioma_217,What type of brain tumor is shown?,meningioma
notumor_054,What type of brain tumor is shown?,no tumor
notumor_042,Where is the tumor located?,no tumor present
meningioma_111,What type of brain tumor is shown?,meningioma
glioma_066,Is this a glioma tumor?,yes
notumor_181,Is this a glioma tumor?,no
notumor_064,What type of brain tumor is shown?,no tumor
pituitary_061,What type of brain tumor is shown?,pituitary tumor
pituitary_173,Is there a tumor visible in this MRI scan?,yes
pituitary_164,What type of brain tumor is shown?,pituitary tumor
glioma_209,What type of brain tumor is shown?,glioma
notumor_142,Is this a glioma tumor?,no
notumor_167,Is this a meningioma tumor?,no
notumor_001,Is there a tumor visible in this MRI scan?,no
pituitary_201,What type of brain tumor is shown?,pituitary tumor
glioma_086,Is there a tumor visible in this MRI scan?,yes
meningioma_219,Is there a tumor visible in this MRI scan?,yes
glioma_188,Is there a tumor visible in this MRI scan?,yes
meningioma_223,Where is the tumor located?,right frontoparietal convexity
glioma_121,Is there a tumor visible in this MRI scan?,yes
meningioma_217,Is there a tumor visible in this MRI scan?,yes
pituitary_055,What type of brain tumor is shown?,pituitary tumor
pituitary_154,Where is the tumor located?,central skull base sellar region
pituitary_068,Is there a tumor visible in this MRI scan?,yes
glioma_196,Where is the tumor located?,left temporal parietal region
notumor_107,Is there a tumor visible in this MRI scan?,no
notumor_076,Is there a tumor visible in this MRI scan?,no
pituitary_152,What type of brain tumor is shown?,pituitary tumor
notumor_049,Where is the tumor located?,no tumor present
notumor_160,Is there a tumor visible in this MRI scan?,no
pituitary_124,Is this a pituitary tumor?,yes
meningioma_182,Is this a meningioma tumor?,yes
meningioma_212,Is there a tumor visible in this MRI scan?,yes
pituitary_156,Is there a tumor visible in this MRI scan?,yes
pituitary_203,What type of brain tumor is shown?,pituitary tumor
meningioma_197,Is there a tumor visible in this MRI scan?,yes
meningioma_068,Where is the tumor located?,right cerebellar hemisphere
notumor_058,Is there a tumor visible in this MRI scan?,no
pituitary_001,What type of brain tumor is shown?,pituitary tumor
meningioma_032,Where is the tumor located?,left parietal region
glioma_157,What type of brain tumor is shown?,glioma
glioma_087,Where is the tumor located?,right frontal lobe
notumor_126,What type of brain tumor is shown?,no tumor
pituitary_136,Is this a pituitary tumor?,yes
meningioma_142,Is this a meningioma tumor?,yes
pituitary_025,What type of brain tumor is shown?,pituitary tumor
glioma_245,Where is the tumor located?,posterior fossa cerebellum
meningioma_106,Where is the tumor located?,central skull base region
notumor_110,Is this a meningioma tumor?,no
notumor_092,Is this a meningioma tumor?,no
glioma_228,Where is the tumor located?,right temporoparietal region
pituitary_124,Where is the tumor located?,central suprasellar region
